id,название,цена,бренд,скидка,рейтинг,в наличии,id продавца,изображения,отзывы с текстом,рейтинг
155959416,Zip-худи,3963.0,4:20 Shop,23,5.0,126,1213098,https://basket-10.wb.ru/vol1559/part155959/155959416/images/big/1.jpg;https://basket-10.wb.ru/vol1559/part155959/155959416/images/big/2.jpg;https://basket-10.wb.ru/vol1559/part155959/155959416/images/big/3.jpg;https://basket-10.wb.ru/vol1559/part155959/155959416/images/big/4.jpg;https://basket-10.wb.ru/vol1559/part155959/155959416/images/big/5.jpg;https://basket-10.wb.ru/vol1559/part155959/155959416/images/big/6.jpg;,330,4.5
198251435,Zip-худи,3876.0,4:20 Shop,25,5.0,126,1213098,https://basket-13.wb.ru/vol1982/part198251/198251435/images/big/1.jpg;https://basket-13.wb.ru/vol1982/part198251/198251435/images/big/2.jpg;https://basket-13.wb.ru/vol1982/part198251/198251435/images/big/3.jpg;https://basket-13.wb.ru/vol1982/part198251/198251435/images/big/4.jpg;https://basket-13.wb.ru/vol1982/part198251/198251435/images/big/5.jpg;,0,
