id,название,цена,бренд,скидка,рейтинг,в наличии,id продавца,изображения,отзывы с текстом,рейтинг
196016929,Худи,4122.0,4:20 Shop,19,3,120,1213098,https://basket-13.wb.ru/vol1960/part196016/196016929/images/big/1.jpg;https://basket-13.wb.ru/vol1960/part196016/196016929/images/big/2.jpg;https://basket-13.wb.ru/vol1960/part196016/196016929/images/big/3.jpg;https://basket-13.wb.ru/vol1960/part196016/196016929/images/big/4.jpg;https://basket-13.wb.ru/vol1960/part196016/196016929/images/big/5.jpg;https://basket-13.wb.ru/vol1960/part196016/196016929/images/big/6.jpg;,0,
156544083,Худи Jordan,5013.0,4:20 Shop,19,3,126,1213098,https://basket-10.wb.ru/vol1565/part156544/156544083/images/big/1.jpg;https://basket-10.wb.ru/vol1565/part156544/156544083/images/big/2.jpg;https://basket-10.wb.ru/vol1565/part156544/156544083/images/big/3.jpg;https://basket-10.wb.ru/vol1565/part156544/156544083/images/big/4.jpg;https://basket-10.wb.ru/vol1565/part156544/156544083/images/big/5.jpg;,2,3.1
209896445,Футболка,2016.0,4:20 Shop,19,4,28,1213098,https://basket-13.wb.ru/vol2098/part209896/209896445/images/big/1.jpg;https://basket-13.wb.ru/vol2098/part209896/209896445/images/big/2.jpg;https://basket-13.wb.ru/vol2098/part209896/209896445/images/big/3.jpg;https://basket-13.wb.ru/vol2098/part209896/209896445/images/big/4.jpg;https://basket-13.wb.ru/vol2098/part209896/209896445/images/big/5.jpg;,4,4.3
195364812,Кепка,963.0,4:20 Shop,19,4,50,1213098,https://basket-13.wb.ru/vol1953/part195364/195364812/images/big/1.jpg;https://basket-13.wb.ru/vol1953/part195364/195364812/images/big/2.jpg;https://basket-13.wb.ru/vol1953/part195364/195364812/images/big/3.jpg;https://basket-13.wb.ru/vol1953/part195364/195364812/images/big/4.jpg;https://basket-13.wb.ru/vol1953/part195364/195364812/images/big/5.jpg;,0,
197885078,Футболка,2097.0,4:20 Shop,19,4,28,1213098,https://basket-13.wb.ru/vol1978/part197885/197885078/images/big/1.jpg;https://basket-13.wb.ru/vol1978/part197885/197885078/images/big/2.jpg;https://basket-13.wb.ru/vol1978/part197885/197885078/images/big/3.jpg;https://basket-13.wb.ru/vol1978/part197885/197885078/images/big/4.jpg;https://basket-13.wb.ru/vol1978/part197885/197885078/images/big/5.jpg;https://basket-13.wb.ru/vol1978/part197885/197885078/images/big/6.jpg;,0,
157430836,Джинсы Carhartt,4041.0,4:20 Shop,19,4,32,1213098,https://basket-10.wb.ru/vol1574/part157430/157430836/images/big/1.jpg;https://basket-10.wb.ru/vol1574/part157430/157430836/images/big/2.jpg;https://basket-10.wb.ru/vol1574/part157430/157430836/images/big/3.jpg;https://basket-10.wb.ru/vol1574/part157430/157430836/images/big/4.jpg;https://basket-10.wb.ru/vol1574/part157430/157430836/images/big/5.jpg;https://basket-10.wb.ru/vol1574/part157430/157430836/images/big/6.jpg;https://basket-10.wb.ru/vol1574/part157430/157430836/images/big/7.jpg;,87,3.9
195481296,Кепка,1044.0,4:20 Shop,19,5,50,1213098,https://basket-13.wb.ru/vol1954/part195481/195481296/images/big/1.jpg;https://basket-13.wb.ru/vol1954/part195481/195481296/images/big/2.jpg;https://basket-13.wb.ru/vol1954/part195481/195481296/images/big/3.jpg;https://basket-13.wb.ru/vol1954/part195481/195481296/images/big/4.jpg;https://basket-13.wb.ru/vol1954/part195481/195481296/images/big/5.jpg;,0,
196591607,Бананка,1347.0,4:20 Shop,28,1,75,1213098,https://basket-13.wb.ru/vol1965/part196591/196591607/images/big/1.jpg;https://basket-13.wb.ru/vol1965/part196591/196591607/images/big/2.jpg;https://basket-13.wb.ru/vol1965/part196591/196591607/images/big/3.jpg;https://basket-13.wb.ru/vol1965/part196591/196591607/images/big/4.jpg;https://basket-13.wb.ru/vol1965/part196591/196591607/images/big/5.jpg;,0,1.0
196728251,Шапка,1287.0,4:20 Shop,19,5,32,1213098,https://basket-13.wb.ru/vol1967/part196728/196728251/images/big/1.jpg;https://basket-13.wb.ru/vol1967/part196728/196728251/images/big/2.jpg;https://basket-13.wb.ru/vol1967/part196728/196728251/images/big/3.jpg;,1,5.0
196721473,Шапка,963.0,4:20 Shop,19,2,32,1213098,https://basket-13.wb.ru/vol1967/part196721/196721473/images/big/1.jpg;https://basket-13.wb.ru/vol1967/part196721/196721473/images/big/2.jpg;https://basket-13.wb.ru/vol1967/part196721/196721473/images/big/3.jpg;,0,
170119098,Zip-худи,5580.0,4:20 Shop,19,4,158,1213098,https://basket-12.wb.ru/vol1701/part170119/170119098/images/big/1.jpg;https://basket-12.wb.ru/vol1701/part170119/170119098/images/big/2.jpg;https://basket-12.wb.ru/vol1701/part170119/170119098/images/big/3.jpg;https://basket-12.wb.ru/vol1701/part170119/170119098/images/big/4.jpg;https://basket-12.wb.ru/vol1701/part170119/170119098/images/big/5.jpg;,3,3.8
198229560,Штаны,4203.0,4:20 Shop,19,4,126,1213098,https://basket-13.wb.ru/vol1982/part198229/198229560/images/big/1.jpg;https://basket-13.wb.ru/vol1982/part198229/198229560/images/big/2.jpg;https://basket-13.wb.ru/vol1982/part198229/198229560/images/big/3.jpg;https://basket-13.wb.ru/vol1982/part198229/198229560/images/big/4.jpg;https://basket-13.wb.ru/vol1982/part198229/198229560/images/big/5.jpg;https://basket-13.wb.ru/vol1982/part198229/198229560/images/big/6.jpg;,0,
197880581,Футболка,1854.0,4:20 Shop,19,5,18,1213098,https://basket-13.wb.ru/vol1978/part197880/197880581/images/big/1.jpg;https://basket-13.wb.ru/vol1978/part197880/197880581/images/big/2.jpg;https://basket-13.wb.ru/vol1978/part197880/197880581/images/big/3.jpg;https://basket-13.wb.ru/vol1978/part197880/197880581/images/big/4.jpg;https://basket-13.wb.ru/vol1978/part197880/197880581/images/big/5.jpg;,0,
196052891,Zip - худи,4203.0,4:20 Shop,19,3,120,1213098,https://basket-13.wb.ru/vol1960/part196052/196052891/images/big/1.jpg;https://basket-13.wb.ru/vol1960/part196052/196052891/images/big/2.jpg;https://basket-13.wb.ru/vol1960/part196052/196052891/images/big/3.jpg;https://basket-13.wb.ru/vol1960/part196052/196052891/images/big/4.jpg;https://basket-13.wb.ru/vol1960/part196052/196052891/images/big/5.jpg;https://basket-13.wb.ru/vol1960/part196052/196052891/images/big/6.jpg;,0,
196146174,Худи Jordan,3636.0,4:20 Shop,19,3,126,1213098,https://basket-13.wb.ru/vol1961/part196146/196146174/images/big/1.jpg;https://basket-13.wb.ru/vol1961/part196146/196146174/images/big/2.jpg;https://basket-13.wb.ru/vol1961/part196146/196146174/images/big/3.jpg;https://basket-13.wb.ru/vol1961/part196146/196146174/images/big/4.jpg;https://basket-13.wb.ru/vol1961/part196146/196146174/images/big/5.jpg;,2,3.1
160077306,Худи,3636.0,4:20 Shop,19,5,123,1213098,https://basket-10.wb.ru/vol1600/part160077/160077306/images/big/1.jpg;https://basket-10.wb.ru/vol1600/part160077/160077306/images/big/2.jpg;https://basket-10.wb.ru/vol1600/part160077/160077306/images/big/3.jpg;https://basket-10.wb.ru/vol1600/part160077/160077306/images/big/4.jpg;https://basket-10.wb.ru/vol1600/part160077/160077306/images/big/5.jpg;,3,4.5
196144108,Худи Jordan,3150.0,4:20 Shop,19,3,126,1213098,https://basket-13.wb.ru/vol1961/part196144/196144108/images/big/1.jpg;https://basket-13.wb.ru/vol1961/part196144/196144108/images/big/2.jpg;https://basket-13.wb.ru/vol1961/part196144/196144108/images/big/3.jpg;https://basket-13.wb.ru/vol1961/part196144/196144108/images/big/4.jpg;https://basket-13.wb.ru/vol1961/part196144/196144108/images/big/5.jpg;,2,3.1
195778885,Свитшот,3150.0,4:20 Shop,19,4,120,1213098,https://basket-13.wb.ru/vol1957/part195778/195778885/images/big/1.jpg;https://basket-13.wb.ru/vol1957/part195778/195778885/images/big/2.jpg;https://basket-13.wb.ru/vol1957/part195778/195778885/images/big/3.jpg;https://basket-13.wb.ru/vol1957/part195778/195778885/images/big/4.jpg;https://basket-13.wb.ru/vol1957/part195778/195778885/images/big/5.jpg;https://basket-13.wb.ru/vol1957/part195778/195778885/images/big/6.jpg;,1,4.3
196158124,Zip - худи,4203.0,4:20 Shop,19,5,120,1213098,https://basket-13.wb.ru/vol1961/part196158/196158124/images/big/1.jpg;https://basket-13.wb.ru/vol1961/part196158/196158124/images/big/2.jpg;https://basket-13.wb.ru/vol1961/part196158/196158124/images/big/3.jpg;https://basket-13.wb.ru/vol1961/part196158/196158124/images/big/4.jpg;https://basket-13.wb.ru/vol1961/part196158/196158124/images/big/5.jpg;https://basket-13.wb.ru/vol1961/part196158/196158124/images/big/6.jpg;,1,4.5
194484865,Ветровка,4203.0,4:20 Shop,19,4,236,1213098,https://basket-13.wb.ru/vol1944/part194484/194484865/images/big/1.jpg;https://basket-13.wb.ru/vol1944/part194484/194484865/images/big/2.jpg;https://basket-13.wb.ru/vol1944/part194484/194484865/images/big/3.jpg;https://basket-13.wb.ru/vol1944/part194484/194484865/images/big/4.jpg;https://basket-13.wb.ru/vol1944/part194484/194484865/images/big/5.jpg;,1,3.5
196032619,Zip-худи GAP,3798.0,4:20 Shop,19,4,126,1213098,https://basket-13.wb.ru/vol1960/part196032/196032619/images/big/1.jpg;https://basket-13.wb.ru/vol1960/part196032/196032619/images/big/2.jpg;https://basket-13.wb.ru/vol1960/part196032/196032619/images/big/3.jpg;https://basket-13.wb.ru/vol1960/part196032/196032619/images/big/4.jpg;https://basket-13.wb.ru/vol1960/part196032/196032619/images/big/5.jpg;,0,
207032242,Шорты,2745.0,4:20 Shop,19,5,120,1213098,https://basket-13.wb.ru/vol2070/part207032/207032242/images/big/1.jpg;https://basket-13.wb.ru/vol2070/part207032/207032242/images/big/2.jpg;https://basket-13.wb.ru/vol2070/part207032/207032242/images/big/3.jpg;https://basket-13.wb.ru/vol2070/part207032/207032242/images/big/4.jpg;https://basket-13.wb.ru/vol2070/part207032/207032242/images/big/5.jpg;,0,5.0
196025166,Худи - шерпа,3960.0,4:20 Shop,19,5,158,1213098,https://basket-13.wb.ru/vol1960/part196025/196025166/images/big/1.jpg;https://basket-13.wb.ru/vol1960/part196025/196025166/images/big/2.jpg;https://basket-13.wb.ru/vol1960/part196025/196025166/images/big/3.jpg;https://basket-13.wb.ru/vol1960/part196025/196025166/images/big/4.jpg;https://basket-13.wb.ru/vol1960/part196025/196025166/images/big/5.jpg;https://basket-13.wb.ru/vol1960/part196025/196025166/images/big/6.jpg;,10,4.5
208883509,Zip-худи,4689.0,4:20 Shop,19,5,126,1213098,https://basket-13.wb.ru/vol2088/part208883/208883509/images/big/1.jpg;https://basket-13.wb.ru/vol2088/part208883/208883509/images/big/2.jpg;https://basket-13.wb.ru/vol2088/part208883/208883509/images/big/3.jpg;https://basket-13.wb.ru/vol2088/part208883/208883509/images/big/4.jpg;https://basket-13.wb.ru/vol2088/part208883/208883509/images/big/5.jpg;,327,4.5
169928709,Zip-худи,3960.0,4:20 Shop,19,2,158,1213098,https://basket-12.wb.ru/vol1699/part169928/169928709/images/big/1.jpg;https://basket-12.wb.ru/vol1699/part169928/169928709/images/big/2.jpg;https://basket-12.wb.ru/vol1699/part169928/169928709/images/big/3.jpg;https://basket-12.wb.ru/vol1699/part169928/169928709/images/big/4.jpg;https://basket-12.wb.ru/vol1699/part169928/169928709/images/big/5.jpg;,2,2.3
156550888,Худи Jordan,3798.0,4:20 Shop,19,3,126,1213098,https://basket-10.wb.ru/vol1565/part156550/156550888/images/big/1.jpg;https://basket-10.wb.ru/vol1565/part156550/156550888/images/big/2.jpg;https://basket-10.wb.ru/vol1565/part156550/156550888/images/big/3.jpg;https://basket-10.wb.ru/vol1565/part156550/156550888/images/big/4.jpg;https://basket-10.wb.ru/vol1565/part156550/156550888/images/big/5.jpg;https://basket-10.wb.ru/vol1565/part156550/156550888/images/big/6.jpg;,5,2.7
194036802,Спортивные штаны,3150.0,4:20 Shop,19,5,96,1213098,https://basket-13.wb.ru/vol1940/part194036/194036802/images/big/1.jpg;https://basket-13.wb.ru/vol1940/part194036/194036802/images/big/2.jpg;https://basket-13.wb.ru/vol1940/part194036/194036802/images/big/3.jpg;https://basket-13.wb.ru/vol1940/part194036/194036802/images/big/4.jpg;https://basket-13.wb.ru/vol1940/part194036/194036802/images/big/5.jpg;https://basket-13.wb.ru/vol1940/part194036/194036802/images/big/6.jpg;,0,
170440147,Шорты,4203.0,4:20 Shop,19,5,28,1213098,https://basket-12.wb.ru/vol1704/part170440/170440147/images/big/1.jpg;https://basket-12.wb.ru/vol1704/part170440/170440147/images/big/2.jpg;https://basket-12.wb.ru/vol1704/part170440/170440147/images/big/3.jpg;https://basket-12.wb.ru/vol1704/part170440/170440147/images/big/4.jpg;https://basket-12.wb.ru/vol1704/part170440/170440147/images/big/5.jpg;,3,4.9
209623965,Шорты,3798.0,4:20 Shop,19,4,28,1213098,https://basket-13.wb.ru/vol2096/part209623/209623965/images/big/1.jpg;https://basket-13.wb.ru/vol2096/part209623/209623965/images/big/2.jpg;https://basket-13.wb.ru/vol2096/part209623/209623965/images/big/3.jpg;https://basket-13.wb.ru/vol2096/part209623/209623965/images/big/4.jpg;https://basket-13.wb.ru/vol2096/part209623/209623965/images/big/5.jpg;,4,4.4
194468463,Ветровка Arc'teryx,6795.0,4:20 Shop,19,4,225,1213098,https://basket-13.wb.ru/vol1944/part194468/194468463/images/big/1.jpg;https://basket-13.wb.ru/vol1944/part194468/194468463/images/big/2.jpg;https://basket-13.wb.ru/vol1944/part194468/194468463/images/big/3.jpg;https://basket-13.wb.ru/vol1944/part194468/194468463/images/big/4.jpg;https://basket-13.wb.ru/vol1944/part194468/194468463/images/big/5.jpg;https://basket-13.wb.ru/vol1944/part194468/194468463/images/big/6.jpg;,2,3.8
206695934,Zip - худи,4689.0,4:20 Shop,19,5,120,1213098,https://basket-13.wb.ru/vol2066/part206695/206695934/images/big/1.jpg;https://basket-13.wb.ru/vol2066/part206695/206695934/images/big/2.jpg;https://basket-13.wb.ru/vol2066/part206695/206695934/images/big/3.jpg;https://basket-13.wb.ru/vol2066/part206695/206695934/images/big/4.jpg;https://basket-13.wb.ru/vol2066/part206695/206695934/images/big/5.jpg;https://basket-13.wb.ru/vol2066/part206695/206695934/images/big/6.jpg;,2,5.0
194845352,Джинсы Evisu,6309.0,4:20 Shop,19,4,270,1213098,https://basket-13.wb.ru/vol1948/part194845/194845352/images/big/1.jpg;https://basket-13.wb.ru/vol1948/part194845/194845352/images/big/2.jpg;https://basket-13.wb.ru/vol1948/part194845/194845352/images/big/3.jpg;https://basket-13.wb.ru/vol1948/part194845/194845352/images/big/4.jpg;https://basket-13.wb.ru/vol1948/part194845/194845352/images/big/5.jpg;,0,
197880176,Футболка,1854.0,4:20 Shop,19,5,18,1213098,https://basket-13.wb.ru/vol1978/part197880/197880176/images/big/1.jpg;https://basket-13.wb.ru/vol1978/part197880/197880176/images/big/2.jpg;https://basket-13.wb.ru/vol1978/part197880/197880176/images/big/3.jpg;https://basket-13.wb.ru/vol1978/part197880/197880176/images/big/4.jpg;https://basket-13.wb.ru/vol1978/part197880/197880176/images/big/5.jpg;https://basket-13.wb.ru/vol1978/part197880/197880176/images/big/6.jpg;,42,4.6
196187960,Сумка,1714.0,4:20 Shop,31,0,90,1213098,https://basket-13.wb.ru/vol1961/part196187/196187960/images/big/1.jpg;https://basket-13.wb.ru/vol1961/part196187/196187960/images/big/2.jpg;https://basket-13.wb.ru/vol1961/part196187/196187960/images/big/3.jpg;https://basket-13.wb.ru/vol1961/part196187/196187960/images/big/4.jpg;https://basket-13.wb.ru/vol1961/part196187/196187960/images/big/5.jpg;,0,
197884769,Футболка,2016.0,4:20 Shop,19,5,105,1213098,https://basket-13.wb.ru/vol1978/part197884/197884769/images/big/1.jpg;https://basket-13.wb.ru/vol1978/part197884/197884769/images/big/2.jpg;https://basket-13.wb.ru/vol1978/part197884/197884769/images/big/3.jpg;https://basket-13.wb.ru/vol1978/part197884/197884769/images/big/4.jpg;https://basket-13.wb.ru/vol1978/part197884/197884769/images/big/5.jpg;https://basket-13.wb.ru/vol1978/part197884/197884769/images/big/6.jpg;,0,5.0
171563815,Шоппер Carhartt,1846.0,4:20 Shop,28,5,135,1213098,https://basket-12.wb.ru/vol1715/part171563/171563815/images/big/1.jpg;https://basket-12.wb.ru/vol1715/part171563/171563815/images/big/2.jpg;https://basket-12.wb.ru/vol1715/part171563/171563815/images/big/3.jpg;https://basket-12.wb.ru/vol1715/part171563/171563815/images/big/4.jpg;https://basket-12.wb.ru/vol1715/part171563/171563815/images/big/5.jpg;https://basket-12.wb.ru/vol1715/part171563/171563815/images/big/6.jpg;,0,5.0
196029428,Zip-худи,4203.0,4:20 Shop,19,4,158,1213098,https://basket-13.wb.ru/vol1960/part196029/196029428/images/big/1.jpg;https://basket-13.wb.ru/vol1960/part196029/196029428/images/big/2.jpg;https://basket-13.wb.ru/vol1960/part196029/196029428/images/big/3.jpg;https://basket-13.wb.ru/vol1960/part196029/196029428/images/big/4.jpg;https://basket-13.wb.ru/vol1960/part196029/196029428/images/big/5.jpg;,0,
196022369,Худи,3474.0,4:20 Shop,19,0,120,1213098,https://basket-13.wb.ru/vol1960/part196022/196022369/images/big/1.jpg;https://basket-13.wb.ru/vol1960/part196022/196022369/images/big/2.jpg;https://basket-13.wb.ru/vol1960/part196022/196022369/images/big/3.jpg;https://basket-13.wb.ru/vol1960/part196022/196022369/images/big/4.jpg;https://basket-13.wb.ru/vol1960/part196022/196022369/images/big/5.jpg;,0,
163445118,Джинсы Icon Project,2988.0,4:20 Shop,19,4,32,1213098,https://basket-11.wb.ru/vol1634/part163445/163445118/images/big/1.jpg;https://basket-11.wb.ru/vol1634/part163445/163445118/images/big/2.jpg;https://basket-11.wb.ru/vol1634/part163445/163445118/images/big/3.jpg;https://basket-11.wb.ru/vol1634/part163445/163445118/images/big/4.jpg;https://basket-11.wb.ru/vol1634/part163445/163445118/images/big/5.jpg;,52,4.3
201084638,Шапка,1206.0,4:20 Shop,19,2,50,1213098,https://basket-13.wb.ru/vol2010/part201084/201084638/images/big/1.jpg;https://basket-13.wb.ru/vol2010/part201084/201084638/images/big/2.jpg;https://basket-13.wb.ru/vol2010/part201084/201084638/images/big/3.jpg;,0,2.0
193986197,Бомбер,5418.0,4:20 Shop,19,5,158,1213098,https://basket-13.wb.ru/vol1939/part193986/193986197/images/big/1.jpg;https://basket-13.wb.ru/vol1939/part193986/193986197/images/big/2.jpg;https://basket-13.wb.ru/vol1939/part193986/193986197/images/big/3.jpg;https://basket-13.wb.ru/vol1939/part193986/193986197/images/big/4.jpg;https://basket-13.wb.ru/vol1939/part193986/193986197/images/big/5.jpg;,1,5.0
162947157,Джинсы Evisu,6957.0,4:20 Shop,19,4,32,1213098,https://basket-11.wb.ru/vol1629/part162947/162947157/images/big/1.jpg;https://basket-11.wb.ru/vol1629/part162947/162947157/images/big/2.jpg;https://basket-11.wb.ru/vol1629/part162947/162947157/images/big/3.jpg;https://basket-11.wb.ru/vol1629/part162947/162947157/images/big/4.jpg;https://basket-11.wb.ru/vol1629/part162947/162947157/images/big/5.jpg;,45,3.9
170118445,Zip-худи,5580.0,4:20 Shop,19,4,158,1213098,https://basket-12.wb.ru/vol1701/part170118/170118445/images/big/1.jpg;https://basket-12.wb.ru/vol1701/part170118/170118445/images/big/2.jpg;https://basket-12.wb.ru/vol1701/part170118/170118445/images/big/3.jpg;https://basket-12.wb.ru/vol1701/part170118/170118445/images/big/4.jpg;https://basket-12.wb.ru/vol1701/part170118/170118445/images/big/5.jpg;,3,3.8
200737482,Худи,5013.0,4:20 Shop,19,5,126,1213098,https://basket-13.wb.ru/vol2007/part200737/200737482/images/big/1.jpg;https://basket-13.wb.ru/vol2007/part200737/200737482/images/big/2.jpg;https://basket-13.wb.ru/vol2007/part200737/200737482/images/big/3.jpg;https://basket-13.wb.ru/vol2007/part200737/200737482/images/big/4.jpg;https://basket-13.wb.ru/vol2007/part200737/200737482/images/big/5.jpg;https://basket-13.wb.ru/vol2007/part200737/200737482/images/big/6.jpg;,0,5.0
194877136,Джинсы Dickies,4203.0,4:20 Shop,19,4,270,1213098,https://basket-13.wb.ru/vol1948/part194877/194877136/images/big/1.jpg;https://basket-13.wb.ru/vol1948/part194877/194877136/images/big/2.jpg;https://basket-13.wb.ru/vol1948/part194877/194877136/images/big/3.jpg;https://basket-13.wb.ru/vol1948/part194877/194877136/images/big/4.jpg;https://basket-13.wb.ru/vol1948/part194877/194877136/images/big/5.jpg;https://basket-13.wb.ru/vol1948/part194877/194877136/images/big/6.jpg;,36,4.0
161418716,Zip-худи,4122.0,4:20 Shop,19,4,126,1213098,https://basket-11.wb.ru/vol1614/part161418/161418716/images/big/1.jpg;https://basket-11.wb.ru/vol1614/part161418/161418716/images/big/2.jpg;https://basket-11.wb.ru/vol1614/part161418/161418716/images/big/3.jpg;https://basket-11.wb.ru/vol1614/part161418/161418716/images/big/4.jpg;https://basket-11.wb.ru/vol1614/part161418/161418716/images/big/5.jpg;,70,4.3
196035081,Zip - худи,2907.0,4:20 Shop,19,5,120,1213098,https://basket-13.wb.ru/vol1960/part196035/196035081/images/big/1.jpg;https://basket-13.wb.ru/vol1960/part196035/196035081/images/big/2.jpg;https://basket-13.wb.ru/vol1960/part196035/196035081/images/big/3.jpg;https://basket-13.wb.ru/vol1960/part196035/196035081/images/big/4.jpg;https://basket-13.wb.ru/vol1960/part196035/196035081/images/big/5.jpg;,0,
196009750,Худи GAP,3555.0,4:20 Shop,19,5,126,1213098,https://basket-13.wb.ru/vol1960/part196009/196009750/images/big/1.jpg;https://basket-13.wb.ru/vol1960/part196009/196009750/images/big/2.jpg;https://basket-13.wb.ru/vol1960/part196009/196009750/images/big/3.jpg;https://basket-13.wb.ru/vol1960/part196009/196009750/images/big/4.jpg;https://basket-13.wb.ru/vol1960/part196009/196009750/images/big/5.jpg;https://basket-13.wb.ru/vol1960/part196009/196009750/images/big/6.jpg;,0,
198271449,Олимпийка,4122.0,4:20 Shop,19,3,120,1213098,https://basket-13.wb.ru/vol1982/part198271/198271449/images/big/1.jpg;https://basket-13.wb.ru/vol1982/part198271/198271449/images/big/2.jpg;https://basket-13.wb.ru/vol1982/part198271/198271449/images/big/3.jpg;https://basket-13.wb.ru/vol1982/part198271/198271449/images/big/4.jpg;https://basket-13.wb.ru/vol1982/part198271/198271449/images/big/5.jpg;,0,3.0
196144450,Худи,3555.0,4:20 Shop,19,4,158,1213098,https://basket-13.wb.ru/vol1961/part196144/196144450/images/big/1.jpg;https://basket-13.wb.ru/vol1961/part196144/196144450/images/big/2.jpg;https://basket-13.wb.ru/vol1961/part196144/196144450/images/big/3.jpg;https://basket-13.wb.ru/vol1961/part196144/196144450/images/big/4.jpg;https://basket-13.wb.ru/vol1961/part196144/196144450/images/big/5.jpg;,0,
196158699,Худи,4203.0,4:20 Shop,19,3,120,1213098,https://basket-13.wb.ru/vol1961/part196158/196158699/images/big/1.jpg;https://basket-13.wb.ru/vol1961/part196158/196158699/images/big/2.jpg;https://basket-13.wb.ru/vol1961/part196158/196158699/images/big/3.jpg;https://basket-13.wb.ru/vol1961/part196158/196158699/images/big/4.jpg;https://basket-13.wb.ru/vol1961/part196158/196158699/images/big/5.jpg;,0,
196023672,Худи - шерпа,3393.0,4:20 Shop,19,5,158,1213098,https://basket-13.wb.ru/vol1960/part196023/196023672/images/big/1.jpg;https://basket-13.wb.ru/vol1960/part196023/196023672/images/big/2.jpg;https://basket-13.wb.ru/vol1960/part196023/196023672/images/big/3.jpg;https://basket-13.wb.ru/vol1960/part196023/196023672/images/big/4.jpg;https://basket-13.wb.ru/vol1960/part196023/196023672/images/big/5.jpg;https://basket-13.wb.ru/vol1960/part196023/196023672/images/big/6.jpg;,10,4.5
196023174,Худи,4203.0,4:20 Shop,19,0,120,1213098,https://basket-13.wb.ru/vol1960/part196023/196023174/images/big/1.jpg;https://basket-13.wb.ru/vol1960/part196023/196023174/images/big/2.jpg;https://basket-13.wb.ru/vol1960/part196023/196023174/images/big/3.jpg;https://basket-13.wb.ru/vol1960/part196023/196023174/images/big/4.jpg;https://basket-13.wb.ru/vol1960/part196023/196023174/images/big/5.jpg;,0,
196148021,Худи,3879.0,4:20 Shop,19,4,158,1213098,https://basket-13.wb.ru/vol1961/part196148/196148021/images/big/1.jpg;https://basket-13.wb.ru/vol1961/part196148/196148021/images/big/2.jpg;https://basket-13.wb.ru/vol1961/part196148/196148021/images/big/3.jpg;https://basket-13.wb.ru/vol1961/part196148/196148021/images/big/4.jpg;https://basket-13.wb.ru/vol1961/part196148/196148021/images/big/5.jpg;https://basket-13.wb.ru/vol1961/part196148/196148021/images/big/6.jpg;,17,4.1
196027832,Худи,3717.0,4:20 Shop,19,4,123,1213098,https://basket-13.wb.ru/vol1960/part196027/196027832/images/big/1.jpg;https://basket-13.wb.ru/vol1960/part196027/196027832/images/big/2.jpg;https://basket-13.wb.ru/vol1960/part196027/196027832/images/big/3.jpg;https://basket-13.wb.ru/vol1960/part196027/196027832/images/big/4.jpg;https://basket-13.wb.ru/vol1960/part196027/196027832/images/big/5.jpg;,6,4.4
196052423,Худи GAP,3636.0,4:20 Shop,19,5,126,1213098,https://basket-13.wb.ru/vol1960/part196052/196052423/images/big/1.jpg;https://basket-13.wb.ru/vol1960/part196052/196052423/images/big/2.jpg;https://basket-13.wb.ru/vol1960/part196052/196052423/images/big/3.jpg;https://basket-13.wb.ru/vol1960/part196052/196052423/images/big/4.jpg;https://basket-13.wb.ru/vol1960/part196052/196052423/images/big/5.jpg;,0,
204174947,"Джинсы ""Polar Big Boy""",4608.0,4:20 Shop,19,4,32,1213098,https://basket-13.wb.ru/vol2041/part204174/204174947/images/big/1.jpg;https://basket-13.wb.ru/vol2041/part204174/204174947/images/big/2.jpg;https://basket-13.wb.ru/vol2041/part204174/204174947/images/big/3.jpg;https://basket-13.wb.ru/vol2041/part204174/204174947/images/big/4.jpg;https://basket-13.wb.ru/vol2041/part204174/204174947/images/big/5.jpg;https://basket-13.wb.ru/vol2041/part204174/204174947/images/big/6.jpg;,101,3.8
168730571,Куртка-шерпа,7281.0,4:20 Shop,19,4,450,1213098,https://basket-12.wb.ru/vol1687/part168730/168730571/images/big/1.jpg;https://basket-12.wb.ru/vol1687/part168730/168730571/images/big/2.jpg;https://basket-12.wb.ru/vol1687/part168730/168730571/images/big/3.jpg;https://basket-12.wb.ru/vol1687/part168730/168730571/images/big/4.jpg;https://basket-12.wb.ru/vol1687/part168730/168730571/images/big/5.jpg;,0,
159329425,Футболка,2988.0,4:20 Shop,19,4,28,1213098,https://basket-10.wb.ru/vol1593/part159329/159329425/images/big/1.jpg;https://basket-10.wb.ru/vol1593/part159329/159329425/images/big/2.jpg;https://basket-10.wb.ru/vol1593/part159329/159329425/images/big/3.jpg;https://basket-10.wb.ru/vol1593/part159329/159329425/images/big/4.jpg;https://basket-10.wb.ru/vol1593/part159329/159329425/images/big/5.jpg;,0,
157431164,Джинсы Stone Island,2988.0,4:20 Shop,19,4,32,1213098,https://basket-10.wb.ru/vol1574/part157431/157431164/images/big/1.jpg;https://basket-10.wb.ru/vol1574/part157431/157431164/images/big/2.jpg;https://basket-10.wb.ru/vol1574/part157431/157431164/images/big/3.jpg;https://basket-10.wb.ru/vol1574/part157431/157431164/images/big/4.jpg;https://basket-10.wb.ru/vol1574/part157431/157431164/images/big/5.jpg;https://basket-10.wb.ru/vol1574/part157431/157431164/images/big/6.jpg;https://basket-10.wb.ru/vol1574/part157431/157431164/images/big/7.jpg;https://basket-10.wb.ru/vol1574/part157431/157431164/images/big/8.jpg;,0,
